Date,Price,Open,High,Low,Vol.,Change %
2019-05-16,467.00,446.25,468.50,446.25,75.27K,4.07%
2019-05-17,465.00,469.00,473.25,462.50,74.17K,-0.43%
2019-05-20,478.25,469.75,484.00,468.00,86.58K,2.85%
2019-05-21,478.75,486.25,492.75,474.00,99.49K,0.10%
2019-05-22,472.75,475.75,481.00,468.50,65.95K,-1.25%
2019-05-23,470.25,473.00,485.50,466.25,78.86K,-0.53%
2019-05-24,489.50,469.75,490.75,467.25,74.19K,4.09%
2019-05-28,504.75,495.00,509.25,494.50,107.85K,3.12%
2019-05-29,490.50,515.00,521.75,487.50,126.55K,-2.82%
2019-05-30,514.50,488.75,515.00,482.00,101.11K,4.89%
2019-05-31,503.00,514.50,520.00,500.75,107.97K,-2.24%
2019-06-03,519.75,505.75,522.75,503.00,92.33K,3.33%
2019-06-04,507.25,526.00,529.00,501.25,116.94K,-2.41%
2019-06-05,490.75,507.00,508.50,488.50,95.35K,-3.25%
2019-06-06,510.00,492.00,514.00,487.75,126.52K,3.92%
2019-06-07,504.50,511.00,512.75,502.00,95.65K,-1.08%
2019-06-10,507.50,505.25,508.50,493.25,70.59K,0.59%
2019-06-11,518.00,504.00,518.75,500.25,93.40K,2.07%
2019-06-12,526.25,519.75,528.00,513.00,98.89K,1.59%
2019-06-13,535.50,526.00,536.50,524.75,80.27K,1.76%
2019-06-14,538.50,535.50,544.00,530.75,80.19K,0.56%
2019-06-17,539.50,540.25,549.25,537.50,66.17K,0.19%
2019-06-18,531.50,539.75,541.00,525.25,62.46K,-1.48%
2019-06-19,522.25,530.25,531.00,514.25,73.04K,-1.74%
2019-06-20,526.50,520.75,529.00,515.50,43.11K,0.81%
2019-06-21,526.00,527.50,529.75,523.00,43.12K,-0.09%
2019-06-24,538.00,526.00,540.00,522.25,35.35K,2.28%
2019-06-25,535.75,540.25,545.50,534.00,35.00K,-0.42%
2019-06-26,543.75,535.50,545.25,532.25,38.79K,1.49%
2019-06-27,547.50,545.25,555.25,541.25,19.41K,0.69%
2019-06-28,528.00,547.75,558.00,525.75,2.99K,-3.56%
2019-07-01,514.00,532.00,532.00,511.75,0.86K,-2.65%
2019-07-02,503.50,514.00,514.75,502.00,0.62K,-2.04%
2019-07-03,518.00,504.00,518.50,503.75,0.87K,2.88%
2019-07-05,519.25,511.50,520.50,511.50,0.46K,0.24%
2019-07-08,516.75,520.00,521.50,513.00,0.19K,-0.48%
2019-07-09,509.75,513.75,513.75,508.50,0.15K,-1.35%
2019-07-10,511.75,506.00,512.50,506.00,0.14K,0.39%
2019-07-11,536.25,514.25,535.50,514.25,0.07K,4.79%
2019-07-12,536.25,535.00,538.50,535.00,0.05K,0.00%
2019-07-15,507.75,524.25,531.50,506.00,68.19K,-5.31%
2019-07-16,507.50,507.75,510.00,501.00,51.26K,-0.05%
2019-07-17,505.50,507.25,514.00,502.00,40.00K,-0.39%
2019-07-18,493.50,504.00,505.25,493.00,59.02K,-2.37%
2019-07-19,502.50,494.75,516.75,492.50,67.72K,1.82%
2019-07-22,487.25,505.25,505.25,487.00,69.56K,-3.03%
2019-07-23,487.25,487.75,493.50,483.25,57.81K,0.00%
2019-07-24,497.75,487.25,498.75,487.25,61.74K,2.15%
2019-07-25,499.50,497.75,507.50,492.25,66.90K,0.35%
2019-07-26,496.00,499.50,500.25,493.50,41.87K,-0.70%
2019-07-29,503.50,495.25,507.25,492.50,63.10K,1.51%
2019-07-30,497.25,502.25,503.25,495.00,47.67K,-1.24%
2019-07-31,487.25,497.50,500.50,484.50,64.06K,-2.01%
2019-08-01,475.75,486.75,488.50,471.75,79.62K,-2.36%
2019-08-02,490.75,479.25,491.50,476.00,76.64K,3.15%
2019-08-05,494.50,490.25,495.00,479.25,70.66K,0.76%
2019-08-06,484.00,493.00,495.75,482.75,58.66K,-2.12%
2019-08-07,488.25,484.00,490.25,477.50,69.55K,0.88%
2019-08-08,498.50,489.50,502.75,486.00,93.53K,2.10%
2019-08-09,499.50,498.25,505.25,496.00,80.31K,0.20%
2019-08-12,471.75,500.00,502.00,466.50,102.00K,-5.56%
2019-08-13,472.00,471.00,478.75,465.50,80.02K,0.05%
2019-08-14,473.75,474.75,480.00,471.25,54.94K,0.37%
2019-08-15,469.00,475.75,477.25,468.50,50.56K,-1.00%
2019-08-16,470.75,470.25,473.00,467.25,43.36K,0.37%
2019-08-19,465.50,469.00,470.50,464.00,37.68K,-1.12%
2019-08-20,460.00,464.50,468.75,456.75,36.77K,-1.18%
2019-08-21,462.50,460.00,463.00,456.00,29.73K,0.54%
2019-08-22,467.25,462.75,470.50,460.75,28.82K,1.03%
2019-08-23,475.25,466.75,475.75,461.25,50.83K,1.71%
2019-08-26,473.00,474.00,480.00,470.75,26.10K,-0.47%
2019-08-27,473.75,472.75,477.50,470.75,22.70K,0.16%
2019-08-28,472.25,473.75,475.00,465.75,15.98K,-0.32%
2019-08-29,469.75,472.25,474.00,468.50,11.22K,-0.53%
2019-08-30,451.25,467.50,467.50,450.00,4.87K,-3.94%
2019-09-03,447.25,451.50,451.50,443.50,0.71K,-0.89%
2019-09-04,456.25,450.50,459.00,448.50,0.35K,2.01%
2019-09-05,464.00,462.25,465.75,462.00,0.09K,1.70%
2019-09-06,460.25,458.50,461.00,458.50,0.01K,-0.81%
2019-09-09,474.50,458.50,475.00,458.50,0.06K,3.10%
2019-09-10,484.50,476.75,485.50,468.00,0.10K,2.11%
2019-09-11,477.50,489.00,489.00,479.25,0.03K,-1.44%
2019-09-12,485.75,484.25,489.00,482.00,0.01K,1.73%
2019-09-13,485.75,485.38,490.88,480.62,0.01K,0.00%
2019-09-16,488.75,488.00,490.00,482.25,48.64K,0.62%
2019-09-17,484.25,487.75,487.75,480.75,49.22K,-0.92%
2019-09-18,489.50,484.25,492.50,481.75,49.98K,1.08%
2019-09-19,488.00,489.25,492.00,484.50,49.57K,-0.31%
2019-09-20,484.25,486.50,491.25,483.50,39.95K,-0.77%
2019-09-23,483.00,485.00,487.50,481.25,28.54K,-0.26%
2019-09-24,481.75,481.75,484.25,477.50,38.23K,-0.26%
2019-09-25,477.25,481.00,482.25,476.25,34.84K,-0.93%
2019-09-26,484.25,477.00,486.75,476.75,47.41K,1.47%
2019-09-27,487.25,486.00,490.50,482.50,36.02K,0.62%
2019-09-30,495.75,488.00,501.00,483.25,78.10K,1.74%
2019-10-01,498.75,496.50,499.25,489.75,59.42K,0.61%
2019-10-02,489.00,496.50,499.00,485.25,55.28K,-1.95%
2019-10-03,488.75,488.00,493.00,485.75,31.84K,-0.05%
2019-10-04,490.50,489.25,492.25,486.50,28.76K,0.36%
2019-10-07,489.25,492.00,494.50,488.50,35.06K,-0.25%
2019-10-08,500.25,489.75,502.25,486.75,58.66K,2.25%
2019-10-09,500.25,500.50,504.50,497.25,46.02K,0.00%
2019-10-10,493.00,499.50,504.25,487.50,68.28K,-1.45%
2019-10-11,508.00,491.75,512.75,491.25,84.74K,3.04%
2019-10-14,511.00,513.00,515.00,506.75,52.20K,0.59%
2019-10-15,507.00,510.00,511.25,504.25,38.05K,-0.78%
2019-10-16,513.25,505.75,514.25,504.50,49.00K,1.23%
2019-10-17,525.50,514.25,527.00,512.75,66.63K,2.39%
2019-10-18,532.25,526.00,532.75,521.00,56.24K,1.28%
2019-10-21,523.50,532.00,535.00,522.75,53.54K,-1.64%
2019-10-22,518.00,523.00,532.25,517.25,52.26K,-1.05%
2019-10-23,520.75,518.00,523.75,515.75,42.80K,0.53%
2019-10-24,516.00,522.50,523.75,515.50,36.21K,-0.91%
2019-10-25,517.75,517.25,522.00,514.50,40.23K,0.34%
2019-10-28,511.75,518.00,518.50,510.00,50.22K,-1.16%
2019-10-29,511.50,513.00,516.00,508.25,51.56K,-0.05%
2019-10-30,509.25,511.25,514.00,507.00,35.34K,-0.44%
2019-10-31,508.75,510.00,512.25,501.00,63.62K,-0.10%
2019-11-01,516.00,508.75,516.50,506.75,53.60K,1.43%
2019-11-04,509.75,514.25,515.25,508.00,39.53K,-1.21%
2019-11-05,515.25,511.00,516.00,509.00,51.55K,1.08%
2019-11-06,516.75,515.50,521.75,513.50,62.21K,0.29%
2019-11-07,512.50,517.50,519.75,511.00,71.05K,-0.82%
2019-11-08,510.25,512.50,517.75,505.50,79.54K,-0.44%
2019-11-11,505.75,508.00,510.50,503.75,78.29K,-0.88%
2019-11-12,517.00,506.25,517.25,505.25,78.05K,2.22%
2019-11-13,509.00,516.50,516.75,506.50,72.65K,-1.55%
2019-11-14,507.75,508.75,512.00,505.50,53.54K,-0.25%
2019-11-15,502.75,507.75,508.50,501.50,50.34K,-0.98%
2019-11-18,507.25,503.25,510.75,498.50,59.87K,0.90%
2019-11-19,512.00,506.25,515.25,506.00,69.37K,0.94%
2019-11-20,515.50,512.00,515.75,508.00,38.14K,0.68%
2019-11-21,509.00,515.00,519.50,508.25,35.38K,-1.26%
2019-11-22,515.25,509.25,518.50,508.25,46.92K,1.23%
2019-11-25,531.00,515.00,532.50,515.00,44.72K,3.06%
2019-11-26,530.25,530.75,531.75,525.50,28.01K,-0.14%
2019-11-27,528.50,530.00,533.00,525.75,19.20K,-0.33%
2019-11-28,526.12,526.25,526.25,526.12,,-0.45%
2019-11-29,547.50,532.50,550.50,532.50,3.36K,4.06%
2019-12-02,543.25,549.50,549.75,542.75,0.78K,-0.78%
2019-12-03,530.50,545.75,548.00,532.00,0.92K,-2.35%
2019-12-04,535.00,531.00,535.50,529.50,0.35K,0.85%
2019-12-05,532.00,535.25,537.50,531.75,0.40K,-0.56%
2019-12-06,532.50,532.75,532.75,529.00,0.36K,0.09%
2019-12-09,532.00,532.50,533.25,531.00,0.17K,-0.09%
2019-12-10,534.75,532.25,537.50,529.75,0.29K,0.52%
2019-12-11,530.75,534.50,534.50,528.00,0.14K,-0.75%
2019-12-12,539.25,529.75,544.00,528.75,0.06K,1.60%
2019-12-13,539.25,533.38,536.38,525.62,0.08K,0.00%
2019-12-16,549.75,534.75,556.75,534.75,95.74K,1.95%
2019-12-17,556.25,553.25,557.25,545.00,68.51K,1.18%
2019-12-18,548.25,553.25,555.00,545.25,56.33K,-1.44%
2019-12-19,545.25,547.50,553.50,544.00,39.72K,-0.55%
2019-12-20,542.25,545.25,549.00,538.75,44.10K,-0.55%
2019-12-23,539.50,543.00,547.00,538.75,33.26K,-0.51%
2019-12-24,541.00,539.50,545.00,538.50,21.56K,0.28%
2019-12-25,541.00,541.00,541.00,541.00,,0.00%
2019-12-26,549.00,540.75,552.00,540.25,30.24K,1.48%
2019-12-27,556.25,549.75,561.00,549.25,52.11K,1.32%
2019-12-30,556.00,560.00,564.50,551.50,42.49K,-0.04%
2019-12-31,558.75,555.00,559.75,553.00,38.47K,0.49%
2020-01-01,559.50,559.50,559.50,559.50,,0.13%
2020-01-02,560.25,559.50,567.50,558.25,49.93K,0.13%
2020-01-03,554.50,560.75,562.00,551.75,44.18K,-1.03%
2020-01-06,550.00,552.50,555.25,546.75,47.90K,-0.81%
2020-01-07,550.25,549.50,551.00,545.50,41.35K,0.05%
2020-01-08,552.75,549.50,555.75,545.25,51.32K,0.45%
2020-01-09,562.25,553.75,564.00,552.75,66.46K,1.72%
2020-01-10,564.50,562.75,568.50,555.75,92.63K,0.40%
2020-01-13,562.25,565.25,565.75,558.50,51.06K,-0.40%
2020-01-14,568.50,562.25,573.00,559.25,69.29K,1.11%
2020-01-15,573.25,569.00,578.75,568.25,78.78K,0.84%
2020-01-16,565.25,573.50,573.50,560.00,58.19K,-1.40%
2020-01-17,570.50,565.50,572.50,564.25,54.67K,0.93%
2020-01-19,570.75,571.12,571.12,570.75,,0.04%
2020-01-20,569.75,569.50,569.75,569.50,,-0.18%
2020-01-21,581.50,572.50,582.75,566.75,69.90K,2.06%
2020-01-22,577.75,581.50,592.50,574.50,84.47K,-0.64%
2020-01-23,580.50,577.75,583.00,575.25,55.85K,0.48%
2020-01-24,573.50,581.75,581.75,569.50,58.50K,-1.21%
2020-01-27,572.25,567.75,573.25,559.50,78.99K,-0.22%
2020-01-28,569.75,573.00,576.50,565.50,56.86K,-0.44%
2020-01-29,562.25,571.00,573.25,561.00,55.03K,-1.32%
2020-01-30,560.50,562.50,562.50,550.75,77.79K,-0.31%
2020-01-31,553.75,562.50,566.00,552.75,63.92K,-1.20%
2020-02-03,555.50,551.25,558.00,546.50,83.00K,0.32%
2020-02-04,557.25,554.25,564.25,553.50,69.49K,0.32%
2020-02-05,562.00,559.25,563.75,555.50,52.87K,0.85%
2020-02-06,556.25,563.75,565.50,555.75,51.96K,-1.02%
2020-02-07,558.75,557.00,563.00,553.25,64.89K,0.45%
2020-02-10,552.00,558.75,560.75,551.00,100.46K,-1.21%
2020-02-11,542.00,551.50,551.75,539.00,166.63K,-1.81%
2020-02-12,547.50,541.00,549.00,538.25,91.90K,1.01%
2020-02-13,544.25,548.50,550.50,540.75,85.05K,-0.59%
2020-02-14,542.75,544.75,549.50,542.00,63.12K,-0.28%
2020-02-18,566.75,549.25,570.75,548.00,123.53K,4.42%
2020-02-19,565.25,563.00,565.75,553.00,68.27K,-0.26%
2020-02-20,560.00,565.25,567.50,558.25,55.43K,-0.93%
2020-02-21,551.00,559.75,569.00,550.50,81.11K,-1.61%
2020-02-24,536.25,550.25,550.50,534.00,53.34K,-2.68%
2020-02-25,539.00,539.00,541.25,530.75,29.43K,0.51%
2020-02-26,540.25,539.25,542.75,534.75,19.75K,0.23%
2020-02-27,529.25,538.75,539.25,528.25,20.81K,-2.04%
2020-02-28,529.00,531.00,531.25,515.50,2.19K,-0.05%
2020-03-02,526.25,523.50,526.25,521.50,0.67K,-0.52%
2020-03-03,528.75,523.00,534.50,523.00,0.30K,0.48%
2020-03-04,521.50,528.00,528.00,521.25,0.21K,-1.37%
2020-03-05,524.25,521.25,528.50,518.50,0.11K,0.53%
2020-03-06,521.25,520.00,522.75,516.25,0.03K,-0.57%
2020-03-09,522.25,516.00,524.00,513.50,0.12K,0.19%
2020-03-10,526.75,524.25,524.25,519.25,0.06K,0.86%
2020-03-11,517.25,527.25,527.50,521.00,0.03K,-1.80%
2020-03-12,508.25,506.75,508.75,506.75,0.02K,-1.74%
2020-03-13,514.75,509.75,509.75,506.50,0.08K,1.28%
2020-03-16,498.00,503.00,507.25,491.75,78.98K,-3.25%
2020-03-17,499.25,496.25,506.50,494.50,65.54K,0.25%
2020-03-18,508.25,500.75,512.00,494.50,68.78K,1.80%
2020-03-19,535.00,508.50,540.50,508.50,103.08K,5.26%
2020-03-20,539.25,534.50,547.00,533.00,71.44K,0.79%
2020-03-23,562.50,539.50,563.25,537.25,86.81K,4.31%
2020-03-24,561.50,560.50,562.50,549.75,67.26K,-0.18%
2020-03-25,580.00,560.00,583.25,556.75,97.56K,3.29%
2020-03-26,569.00,579.50,583.00,564.50,76.66K,-1.90%
2020-03-27,571.25,569.50,587.00,563.50,87.58K,0.40%
2020-03-30,569.50,572.25,580.75,562.75,59.62K,-0.31%
2020-03-31,568.75,569.75,575.25,564.25,66.20K,-0.13%
2020-04-01,550.25,567.25,571.75,546.50,67.31K,-3.25%
2020-04-02,541.75,550.25,553.25,538.25,46.93K,-1.54%
2020-04-03,549.25,541.75,556.50,541.50,44.94K,1.38%
2020-04-06,555.75,550.00,561.75,549.75,44.55K,1.18%
2020-04-07,549.25,555.25,555.75,545.25,67.15K,-1.17%
2020-04-08,548.25,551.00,554.50,545.00,57.53K,-0.18%
2020-04-09,556.50,549.25,558.75,546.75,63.61K,1.50%
2020-04-10,558.25,558.25,558.25,558.25,,0.31%
2020-04-13,555.00,560.75,564.50,552.50,53.25K,-0.58%
2020-04-14,548.75,555.75,556.75,546.00,53.93K,-1.13%
2020-04-15,540.25,546.50,548.75,529.75,67.69K,-1.55%
2020-04-16,529.75,538.75,545.25,528.00,31.46K,-1.94%
2020-04-17,533.50,528.50,536.00,524.50,23.90K,0.71%
2020-04-20,548.75,536.00,562.00,535.25,40.95K,2.86%
2020-04-21,546.75,551.50,557.00,541.75,18.72K,-0.36%
2020-04-22,543.00,547.75,549.75,538.00,18.84K,-0.69%
2020-04-23,547.00,542.00,551.50,538.50,22.94K,0.74%
2020-04-24,526.75,549.25,550.75,526.00,44.70K,-3.70%
2020-04-27,521.00,529.50,530.00,518.25,12.03K,-1.09%
2020-04-28,526.75,523.00,528.00,517.25,9.16K,1.10%
2020-04-29,519.50,525.00,525.00,512.75,5.25K,-1.38%
2020-04-30,529.75,517.00,527.50,511.00,0.89K,1.97%
2020-05-01,521.50,528.75,528.75,520.50,0.12K,-1.56%
2020-05-04,524.25,516.00,526.75,516.00,0.04K,0.53%
2020-05-05,525.50,519.00,527.00,519.00,0.03K,0.24%
2020-05-06,524.75,521.25,524.00,521.25,0.08K,-0.14%
2020-05-07,529.00,531.00,531.00,531.00,0.04K,0.81%
2020-05-08,529.50,533.00,533.00,533.00,0.02K,0.09%
2020-05-11,524.75,537.75,537.75,529.00,0.01K,-0.90%
2020-05-12,521.75,517.62,518.12,507.88,0.01K,-0.57%
2020-05-13,510.50,513.38,513.50,500.38,0.02K,-2.16%
2020-05-14,510.50,500.12,506.00,496.88,0.01K,0.00%
2020-05-15,500.25,502.50,508.00,497.50,49.77K,-2.01%
2020-05-18,497.00,501.50,502.75,493.75,42.22K,-0.65%
2020-05-19,498.75,496.75,501.50,496.25,43.78K,0.35%
2020-05-20,513.75,499.50,517.75,496.00,87.80K,3.01%
2020-05-21,516.00,515.00,524.00,512.00,75.22K,0.44%
2020-05-22,508.75,515.00,516.25,503.25,59.25K,-1.41%
2020-05-24,508.12,508.25,508.25,508.12,,-0.12%
2020-05-25,504.88,504.88,504.88,504.88,,-0.64%
2020-05-26,506.75,504.25,512.25,504.25,48.96K,0.37%
2020-05-27,504.50,507.75,511.75,501.25,41.18K,-0.44%
2020-05-28,514.50,505.25,518.75,503.75,64.13K,1.98%
2020-05-29,520.75,513.50,522.25,511.75,56.41K,1.21%
2020-06-01,515.25,520.00,520.75,511.50,62.14K,-1.06%
2020-06-02,508.00,517.00,517.25,506.75,76.98K,-1.41%
2020-06-03,512.00,509.75,515.50,506.50,70.05K,0.79%
2020-06-04,523.75,512.25,529.00,512.00,76.24K,2.29%
2020-06-05,515.25,526.75,527.75,513.25,100.26K,-1.62%
2020-06-08,511.50,517.00,517.75,508.50,89.83K,-0.73%
2020-06-09,504.50,512.00,514.00,500.75,105.09K,-1.37%
2020-06-10,506.25,505.00,509.25,502.50,77.13K,0.35%
2020-06-11,499.25,508.75,509.00,498.50,90.88K,-1.38%
2020-06-12,502.00,499.00,504.75,495.25,71.17K,0.55%
2020-06-15,504.75,499.75,505.50,497.50,51.22K,0.55%
2020-06-16,496.00,506.50,507.25,491.00,67.27K,-1.73%
2020-06-17,488.75,494.50,495.75,487.25,60.13K,-1.46%
2020-06-18,483.50,488.50,492.00,480.50,51.88K,-1.07%
2020-06-19,481.25,482.75,485.50,476.00,58.29K,-0.47%
2020-06-22,485.00,480.50,486.00,477.75,35.48K,0.78%
2020-06-23,486.00,485.25,488.75,479.25,38.40K,0.21%
2020-06-24,481.25,486.75,488.00,480.00,22.22K,-0.98%
2020-06-25,486.75,480.00,489.25,478.75,46.25K,1.14%
2020-06-26,474.00,486.50,487.00,468.25,64.06K,-2.62%
2020-06-29,485.50,473.50,488.75,473.00,16.75K,2.43%
2020-06-30,490.00,483.75,495.50,478.50,2.72K,0.93%
2020-07-01,498.75,489.75,498.75,489.75,0.72K,1.79%
2020-07-02,490.00,498.25,499.00,486.50,0.29K,-1.75%
2020-07-06,489.50,489.00,489.25,485.75,0.08K,-0.10%
2020-07-07,492.25,492.75,495.00,491.50,0.10K,0.56%
2020-07-08,517.50,495.25,517.38,494.75,0.08K,5.13%
2020-07-09,526.25,530.00,537.75,520.75,0.02K,1.69%
2020-07-10,535.75,536.75,543.00,536.75,0.02K,1.81%
2020-07-13,524.75,536.00,536.00,528.00,0.06K,-2.05%
2020-07-14,524.75,524.00,533.38,522.88,0.00K,0.00%
2020-07-15,550.75,527.00,551.75,526.75,97.65K,4.95%
2020-07-16,535.25,550.00,551.50,534.00,96.90K,-2.81%
2020-07-17,534.75,535.75,540.00,530.75,52.66K,-0.09%
2020-07-20,522.00,535.00,535.25,517.00,84.62K,-2.38%
2020-07-21,527.75,520.50,531.50,518.50,62.30K,1.10%
2020-07-22,534.50,525.75,540.25,523.75,59.56K,1.28%
2020-07-23,529.50,534.75,536.00,527.00,46.72K,-0.94%
2020-07-24,539.50,530.75,544.00,530.00,63.63K,1.89%
2020-07-27,527.75,538.75,539.00,526.25,47.27K,-2.18%
2020-07-28,523.50,526.50,529.75,519.25,51.35K,-0.81%
2020-07-29,532.75,523.50,533.25,523.50,42.24K,1.77%
2020-07-30,529.50,531.75,534.50,525.00,47.62K,-0.61%
2020-07-31,531.25,528.50,535.25,528.50,48.27K,0.33%
2020-08-03,521.00,527.00,528.25,517.00,71.43K,-1.93%
2020-08-04,508.25,521.00,521.25,507.75,82.32K,-2.45%
2020-08-05,510.75,508.25,512.75,506.00,67.34K,0.49%
2020-08-06,501.25,510.75,515.00,500.75,86.50K,-1.86%
2020-08-07,495.50,501.25,503.75,490.50,93.52K,-1.15%
2020-08-10,491.00,495.25,497.25,490.00,76.70K,-0.91%
2020-08-11,495.00,491.00,498.75,490.50,83.77K,0.81%
2020-08-12,491.25,495.75,498.00,488.00,90.88K,-0.76%
2020-08-13,496.75,490.00,500.75,489.00,82.62K,1.12%
2020-08-14,500.00,495.50,507.75,493.50,75.82K,0.65%
2020-08-17,516.50,500.50,517.50,500.00,66.20K,3.30%
2020-08-18,507.50,516.25,517.50,503.00,50.26K,-1.74%
2020-08-19,512.00,507.25,514.25,506.25,49.51K,0.89%
2020-08-20,519.50,511.75,520.25,506.50,37.92K,1.46%
2020-08-21,527.25,520.00,527.75,515.00,58.90K,1.49%
2020-08-24,520.75,527.75,533.25,516.50,30.51K,-1.23%
2020-08-25,527.25,521.25,533.75,520.75,26.56K,1.25%
2020-08-26,532.00,527.00,532.75,523.25,25.93K,0.90%
2020-08-27,542.50,531.75,543.75,531.00,18.37K,1.97%
2020-08-28,539.25,543.00,547.25,536.75,17.69K,-0.60%
2020-08-31,544.25,539.25,551.75,538.00,1.10K,0.93%
2020-09-01,555.75,542.50,559.25,539.25,0.25K,2.11%
2020-09-02,547.75,554.50,554.50,545.00,0.19K,-1.44%
2020-09-03,543.25,550.25,550.25,542.50,0.12K,-0.82%
2020-09-04,539.75,542.00,544.00,539.00,0.09K,-0.64%
2020-09-08,533.25,536.25,539.50,533.50,0.06K,-1.20%
2020-09-09,534.00,533.50,536.50,533.25,0.03K,0.14%
2020-09-10,540.00,544.75,548.50,539.50,0.03K,1.12%
2020-09-11,533.75,543.00,543.00,535.50,0.01K,-1.16%
2020-09-14,548.50,525.00,549.25,525.00,0.26K,2.76%
2020-09-15,538.25,546.00,547.00,533.75,60.56K,-1.87%
2020-09-16,542.00,535.50,543.00,533.25,47.77K,0.70%
2020-09-17,556.25,542.00,557.25,537.25,76.82K,2.63%
2020-09-18,575.00,555.75,578.00,555.50,96.51K,3.37%
2020-09-21,554.75,576.50,578.25,550.50,96.69K,-3.52%
2020-09-22,558.00,553.50,567.00,550.25,75.82K,0.59%
2020-09-23,549.00,558.50,560.25,547.25,59.47K,-1.61%
2020-09-24,549.75,548.00,554.25,541.00,71.79K,0.14%
2020-09-25,544.25,552.25,552.50,543.75,48.64K,-1.00%
2020-09-28,550.25,545.25,551.75,537.75,60.68K,1.10%
2020-09-29,549.50,551.00,553.25,546.00,45.64K,-0.14%
2020-09-30,578.00,548.75,587.00,547.00,122.16K,5.19%
2020-10-01,570.25,574.00,584.00,568.50,76.22K,-1.34%
2020-10-02,573.25,569.25,576.50,561.25,54.24K,0.53%
2020-10-05,584.25,574.50,587.75,573.00,60.42K,1.92%
2020-10-06,592.75,585.00,601.75,579.75,83.09K,1.45%
2020-10-07,607.50,591.25,611.50,588.50,102.22K,2.49%
2020-10-08,595.25,608.75,616.75,593.25,95.30K,-2.02%
2020-10-09,593.75,594.00,606.75,588.75,88.06K,-0.25%
2020-10-12,594.25,592.50,599.00,587.00,63.84K,0.08%
2020-10-13,594.00,596.25,604.25,590.75,56.42K,-0.04%
2020-10-14,596.75,594.75,600.25,587.25,58.37K,0.46%
2020-10-15,618.25,596.75,619.50,596.50,90.30K,3.60%
2020-10-16,625.25,618.50,630.75,615.50,90.62K,1.13%
2020-10-19,627.00,631.00,636.75,620.25,86.96K,0.28%
2020-10-20,632.00,628.50,638.25,623.50,78.90K,0.80%
2020-10-21,629.75,634.50,637.50,628.75,61.38K,-0.36%
2020-10-22,622.75,628.50,632.25,621.25,63.70K,-1.11%
2020-10-23,632.75,623.00,635.50,619.50,64.24K,1.61%
2020-10-26,620.00,632.75,633.00,616.00,66.90K,-2.02%
2020-10-27,615.75,618.75,627.00,614.75,63.49K,-0.69%
2020-10-28,608.75,614.50,614.50,600.75,72.24K,-1.14%
2020-10-29,603.75,609.75,611.25,598.50,69.89K,-0.82%
2020-10-30,598.50,602.00,607.25,595.25,72.81K,-0.87%
2020-11-02,607.50,593.25,609.50,591.00,75.09K,1.50%
2020-11-03,608.00,607.00,616.50,604.00,70.89K,0.08%
2020-11-04,606.00,607.75,610.50,597.75,66.08K,-0.33%
2020-11-05,609.25,606.50,626.25,606.00,97.07K,0.54%
2020-11-06,602.00,607.75,615.75,601.75,105.36K,-1.19%
2020-11-09,597.50,602.25,607.00,595.00,91.44K,-0.75%
2020-11-10,608.50,597.25,613.00,594.00,134.34K,1.84%
2020-11-11,598.00,607.00,613.50,595.50,107.81K,-1.73%
2020-11-12,588.25,596.25,598.75,587.00,91.05K,-1.63%
2020-11-13,593.50,586.25,596.25,580.25,77.40K,0.89%
2020-11-16,598.00,593.75,601.00,586.00,87.08K,0.76%
2020-11-17,595.25,598.00,603.25,592.50,73.20K,-0.46%
2020-11-18,597.75,595.75,604.25,592.50,61.56K,0.42%
2020-11-19,591.75,598.75,600.25,589.75,42.21K,-1.00%
2020-11-20,593.25,590.00,598.25,590.00,36.85K,0.25%
2020-11-23,598.75,596.00,604.75,595.75,22.14K,0.93%
2020-11-24,611.25,599.50,612.25,594.00,19.74K,2.09%
2020-11-25,588.25,612.75,616.50,587.00,23.90K,-3.76%
2020-11-26,587.88,587.75,587.88,587.62,,-0.06%
2020-11-27,596.50,592.25,600.25,589.25,7.30K,1.47%
2020-11-30,580.25,599.50,600.00,579.50,1.05K,-2.72%
2020-12-01,565.50,580.75,580.75,563.50,0.54K,-2.54%
2020-12-02,578.00,565.50,578.75,565.50,0.08K,2.21%
2020-12-03,571.75,573.50,576.00,568.00,0.16K,-1.08%
2020-12-04,566.50,563.75,564.75,563.75,0.06K,-0.92%
2020-12-07,571.25,560.00,575.75,560.00,0.02K,0.84%
2020-12-08,563.75,566.75,574.00,566.75,0.02K,-1.31%
2020-12-09,577.00,568.50,581.00,568.50,0.01K,2.35%
2020-12-10,590.25,590.00,592.50,587.00,0.01K,2.30%
2020-12-11,608.25,598.12,619.12,590.25,0.01K,3.05%
2020-12-14,593.50,615.50,615.50,615.50,0.02K,-2.42%
2020-12-15,599.75,597.25,605.75,594.25,51.42K,1.05%
2020-12-16,598.50,602.25,607.75,589.75,56.48K,-0.21%
2020-12-17,608.75,599.75,610.00,598.50,43.43K,1.71%
2020-12-18,608.25,611.50,614.75,604.50,42.17K,-0.08%
2020-12-21,611.25,610.25,615.25,596.50,48.42K,0.49%
2020-12-22,617.00,615.50,619.75,603.00,55.03K,0.94%
2020-12-23,629.75,615.25,633.75,610.50,69.51K,2.07%
2020-12-24,627.00,631.00,633.75,623.50,35.66K,-0.44%
2020-12-25,627.10,627.10,627.10,627.10,,0.02%
